ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin,"Insert Into  ReportData(ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin)"
793,Customer wise Sales report,1,spr_list_Customerwise_SalesComparison_pidilite,Click to view Customer wise Sales Reports,790,249,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 793,'Customer wise Sales report',1,'spr_list_Customerwise_SalesComparison_pidilite','Click to view Customer wise Sales Reports',790,249,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
794,Sub Channel wise report,1,spr_list_SubChannelwise_SalesComparison_pidilite,Click to view SubChannel wise Sales Reports,790,250,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 794,'Sub Channel wise report',1,'spr_list_SubChannelwise_SalesComparison_pidilite','Click to view SubChannel wise Sales Reports',790,250,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
795,Beat wise report,1,spr_list_Beatwise_SalesComparison_pidilite,Click to view Beat wise Sales Report,790,251,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 795,'Beat wise report',1,'spr_list_Beatwise_SalesComparison_pidilite','Click to view Beat wise Sales Report',790,251,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
796,Salesman Wise report,1,spr_list_SalesManwise_SalesComparison_pidilite,Click to view Salesman wise Sales Report,790,252,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 796,'Salesman Wise report',1,'spr_list_SalesManwise_SalesComparison_pidilite','Click to view Salesman wise Sales Report',790,252,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
797,Outstanding -  DivisionWise,1,spr_InvWiseDivWise_Abstract,Click To View InvoiceWise Outstanding,451,253,1,2,0,798,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 797,'Outstanding -  DivisionWise',1,'spr_InvWiseDivWise_Abstract','Click To View InvoiceWise Outstanding',451,253,1,2,0,798,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
798,Outstanding -  DivisionWise Detail,2,spr_InvWiseDivWise_Detail,,451,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 798,'Outstanding -  DivisionWise Detail',2,'spr_InvWiseDivWise_Detail','',451,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
799,Invoice wise Collection and Outstanding Statement,1,spr_InvwiseOutstanding_Collection_Pidilite,Click to view Category wise Sales Report,393,254,1,2,0,800,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 799,'Invoice wise Collection and Outstanding Statement',1,'spr_InvwiseOutstanding_Collection_Pidilite','Click to view Category wise Sales Report',393,254,1,2,0,800,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
800,Invoice wise Collection and Outstanding Statement,2,spr_InvwiseOutstanding_Collection_detail_Pidilite,,799,0,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 800,'Invoice wise Collection and Outstanding Statement',2,'spr_InvwiseOutstanding_Collection_detail_Pidilite','',799,0,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
801,Customer Wise Category Group Wise Credit Limits,1,Spr_CWGWCreditLimit_ITC_OCG,,869,557,1,2,0,0,0,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 801,'Customer Wise Category Group Wise Credit Limits',1,'Spr_CWGWCreditLimit_ITC_OCG','',869,557,1,2,0,0,0,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
802,Customer Wise Multiple Beat Mapping,1,Spr_CustomerBeatMapping_ITC,,869,256,1,2,0,0,0,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 802,'Customer Wise Multiple Beat Mapping',1,'Spr_CustomerBeatMapping_ITC','',869,256,1,2,0,0,0,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
803,Collections - InvoiceWise Category GroupWise,1,spr_list_Invoicewise_Collections_ITC_OCG,View InvoiceWise CategoryGroupWise Collections,866,558,1,2,0,246,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 803,'Collections - InvoiceWise Category GroupWise',1,'spr_list_Invoicewise_Collections_ITC_OCG','View InvoiceWise CategoryGroupWise Collections',866,558,1,2,0,246,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
804,Outstanding - SalesmanWise Category GroupWise InvoiceWise,1,sp_acc_rpt_list_SMCGICustomer_OutStanding_ITC_OCG,View SM;CategoryGroup Outstanding,866,258,1,2,0,805,200,0,5,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 804,'Outstanding - SalesmanWise Category GroupWise InvoiceWise',1,'sp_acc_rpt_list_SMCGICustomer_OutStanding_ITC_OCG','View SM;CategoryGroup Outstanding',866,258,1,2,0,805,200,0,5,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
805,Outstanding - SalesmanWise Categery GroupWise InvoiceWise,2,sp_acc_rpt_list_SMCGICustomer_OutStandingDetail_ITC_OCG,View SM;CategoryGroup Outstanding Detail,804,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 805,'Outstanding - SalesmanWise Categery GroupWise InvoiceWise',2,'sp_acc_rpt_list_SMCGICustomer_OutStandingDetail_ITC_OCG','View SM;CategoryGroup Outstanding Detail',804,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
806,SalesMan Wise Category Group wise ItemWise Sales Analysis,1,Spr_SMWise_CGWise_ItemWise_Abstract_ITC_OCG,,867,259,1,2,0,807,200,0,6,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 806,'SalesMan Wise Category Group wise ItemWise Sales Analysis',1,'Spr_SMWise_CGWise_ItemWise_Abstract_ITC_OCG','',867,259,1,2,0,807,200,0,6,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
807,SalesMan Wise Category Group wise ItemWise Sales Analysis - Detail,2,Spr_SMWise_CGWise_ItemWise_Detail_ITC_OCG,,806,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 807,'SalesMan Wise Category Group wise ItemWise Sales Analysis - Detail',2,'Spr_SMWise_CGWise_ItemWise_Detail_ITC_OCG','',806,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
808,SalesmanWise Category GroupWise CustomerWise Outstanding,1,sp_acc_rpt_SMwiseCategoryGroupWise_OutStanding_ITC_OCG,View SM;CategoryGroup Outstanding,867,260,1,2,0,809,200,0,4,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 808,'SalesmanWise Category GroupWise CustomerWise Outstanding',1,'sp_acc_rpt_SMwiseCategoryGroupWise_OutStanding_ITC_OCG','View SM;CategoryGroup Outstanding',867,260,1,2,0,809,200,0,4,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
809,SalesmanWise Categery GroupWise Outstanding,2,sp_acc_rpt_SMwiseCategoryGroupWise_OutStandingDetail_ITC_OCG,View SM;CategoryGroup Outstanding Detail,808,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 809,'SalesmanWise Categery GroupWise Outstanding',2,'sp_acc_rpt_SMwiseCategoryGroupWise_OutStandingDetail_ITC_OCG','View SM;CategoryGroup Outstanding Detail',808,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
810,Stock Movement - Category Group Wise,1,spr_Stock_Movement_CategoryGroupWise_Abstract_ITC,,863,261,1,2,0,811,3,0,2,0,115,0,,,0,,,,0,0,0,0,0,"SELECT 810,'Stock Movement - Category Group Wise',1,'spr_Stock_Movement_CategoryGroupWise_Abstract_ITC','',863,261,1,2,0,811,3,0,2,0,115,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
811,Stock Movement - Category Group Wise Detail,2,spr_Stock_Movement_CategoryGroupWise_Detail_ITC,,810,0,1,2,0,0,0,1,0,0,115,0,,,0,,,,0,0,0,0,0,"SELECT 811,'Stock Movement - Category Group Wise Detail',2,'spr_Stock_Movement_CategoryGroupWise_Detail_ITC','',810,0,1,2,0,0,0,1,0,0,115,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
812,Customer wise Category Handler Masters,1,Spr_CategoryHandler_ITC,,869,265,1,2,0,0,0,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 812,'Customer wise Category Handler Masters',1,'Spr_CategoryHandler_ITC','',869,265,1,2,0,0,0,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
813,Patch Tracker,1,spr_list_PatchDetail,Click to view Patch instalation report,4,0,1,2,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 813,'Patch Tracker',1,'spr_list_PatchDetail','Click to view Patch instalation report',4,0,1,2,0,0,0,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
839,Summary DS Wise Beat Wise Item Wise Analysis,1,spr_List_SalesMan_Customer_ItemWise_Abstract_ITC,Click to view Summary DS;Beat & Item Wise Analysis,864,268,1,2,0,840,200,0,1,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 839,'Summary DS Wise Beat Wise Item Wise Analysis',1,'spr_List_SalesMan_Customer_ItemWise_Abstract_ITC','Click to view Summary DS;Beat & Item Wise Analysis',864,268,1,2,0,840,200,0,1,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
840,Summary DS Wise Beat Wise Item Wise Analysis,0,spr_List_SalesMan_Customer_ItemWise_Detail_ITC,Click to view Summary DS;Beat & Item Wise Analysis,563,0,1,2,0,0,1,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 840,'Summary DS Wise Beat Wise Item Wise Analysis',0,'spr_List_SalesMan_Customer_ItemWise_Detail_ITC','Click to view Summary DS;Beat & Item Wise Analysis',563,0,1,2,0,0,1,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
847,Summary DS Wise Category Wise Productivity Report,1,spr_List_SalesMan_NoOfBillsCut_Abstract_ITC,Click to view Summary DS&CategoryWise Production,868,273,1,2,0,848,200,0,1,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 847,'Summary DS Wise Category Wise Productivity Report',1,'spr_List_SalesMan_NoOfBillsCut_Abstract_ITC','Click to view Summary DS&CategoryWise Production',868,273,1,2,0,848,200,0,1,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
848,Summary DSWise CategoryWise Productivity Report,0,spr_List_SalesMan_NoOfBillsCut_Detail_ITC,Click to view Summary DS&CategoryWise Production,563,0,1,2,0,0,1,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 848,'Summary DSWise CategoryWise Productivity Report',0,'spr_List_SalesMan_NoOfBillsCut_Detail_ITC','Click to view Summary DS&CategoryWise Production',563,0,1,2,0,0,1,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
849,Collection - DS Wise Beat Wise,1,spr_List_Collection_DSWise_BeatWise_Abstract_ITC_OCG,Click to view Collection - DS Wise Beat Wise,866,274,1,2,0,850,200,0,1,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 849,'Collection - DS Wise Beat Wise',1,'spr_List_Collection_DSWise_BeatWise_Abstract_ITC_OCG','Click to view Collection - DS Wise Beat Wise',866,274,1,2,0,850,200,0,1,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
850,Collection - DS Wise Beat Wise,0,spr_List_Collection_DSWise_BeatWise_Detail_ITC_OCG,Click to view Collection - DS Wise Beat Wise,563,0,1,2,0,0,1,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 850,'Collection - DS Wise Beat Wise',0,'spr_List_Collection_DSWise_BeatWise_Detail_ITC_OCG','Click to view Collection - DS Wise Beat Wise',563,0,1,2,0,0,1,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
851,Category Wise Purchase VAT Report,1,spr_CategoryWise_PurchaseVat,Click to view Category wise Purchase VAT,865,275,1,2,0,852,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 851,'Category Wise Purchase VAT Report',1,'spr_CategoryWise_PurchaseVat','Click to view Category wise Purchase VAT',865,275,1,2,0,852,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
852,Category Wise Purchase VAT Report Detail,2,spr_CategoryWise_PurchaseVat_Detail,,851,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 852,'Category Wise Purchase VAT Report Detail',2,'spr_CategoryWise_PurchaseVat_Detail','',851,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
853,Category Wise Net VAT Report,1,spr_CategoryWise_NetVAT_ITC,Click to view netvat reports,865,276,1,2,0,854,200,0,1,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 853,'Category Wise Net VAT Report',1,'spr_CategoryWise_NetVAT_ITC','Click to view netvat reports',865,276,1,2,0,854,200,0,1,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
854,Category Wise Net VAT Report,2,spr_CategoryWise_NetVAT_Detail_ITC,Click to view netvat reports,853,0,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 854,'Category Wise Net VAT Report',2,'spr_CategoryWise_NetVAT_Detail_ITC','Click to view netvat reports',853,0,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
855,Sales Book,1,spr_SalesBook_ITC,Click to view sales book reports,864,279,1,2,0,856,3,0,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 855,'Sales Book',1,'spr_SalesBook_ITC','Click to view sales book reports',864,279,1,2,0,856,3,0,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
856,Sales Book,2,spr_SalesBook_Detail_ITC,Click to view sales book reports,855,0,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 856,'Sales Book',2,'spr_SalesBook_Detail_ITC','Click to view sales book reports',855,0,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
857,Available Book Stock,1,spr_WDAvailableBookStock_Abstract_ITC,Click to view Available Book Stock Report,863,280,1,2,0,858,200,0,5,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 857,'Available Book Stock',1,'spr_WDAvailableBookStock_Abstract_ITC','Click to view Available Book Stock Report',863,280,1,2,0,858,200,0,5,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
858,Available Book Stock Report Detail,2,spr_WDAvailableBookStock_Detail_ITC,,857,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 858,'Available Book Stock Report Detail',2,'spr_WDAvailableBookStock_Detail_ITC','',857,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
859,Detailed Scheme Report,1,sp_DetailedSchemes_WD_ITC,,862,281,1,2,0,860,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 859,'Detailed Scheme Report',1,'sp_DetailedSchemes_WD_ITC','',862,281,1,2,0,860,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
860,Detailed Scheme Report - Detail,2,sp_DetailedSchemes_Detail_WD_ITC,,859,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 860,'Detailed Scheme Report - Detail',2,'sp_DetailedSchemes_Detail_WD_ITC','',859,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
861,Delivery Reports,0,,,563,0,1,2,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 861,'Delivery Reports',0,'','',563,0,1,2,0,0,0,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
862,Scheme Reports,0,,,563,0,1,2,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 862,'Scheme Reports',0,'','',563,0,1,2,0,0,0,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
863,Stock Reports,0,,,563,0,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 863,'Stock Reports',0,'','',563,0,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
864,Sales & Sales Return,0,,,563,0,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 864,'Sales & Sales Return',0,'','',563,0,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
865,VAT Reports,0,,,563,0,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 865,'VAT Reports',0,'','',563,0,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
866,Collection/OutStanding,0,,Click to view Collection/OutStanding reports,563,0,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 866,'Collection/OutStanding',0,'','Click to view Collection/OutStanding reports',563,0,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
867,DS & Beat Wise Analysis,0,,Click to view DSwise Beat Wise Analysis reports,563,0,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 867,'DS & Beat Wise Analysis',0,'','Click to view DSwise Beat Wise Analysis reports',563,0,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
868,Productivity Reports,0,,Click to view productivity reports,563,0,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 868,'Productivity Reports',0,'','Click to view productivity reports',563,0,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
869,Others,0,,Click to view Other reports,563,0,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 869,'Others',0,'','Click to view Other reports',563,0,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
893,Component Version Report,1,spr_ComponentVersionReport_ITC,,630,304,1,2,0,0,0,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 893,'Component Version Report',1,'spr_ComponentVersionReport_ITC','',630,304,1,2,0,0,0,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
894,Release Status Report,1,spr_ReleaseStatusReport_ITC,,630,307,1,2,0,895,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 894,'Release Status Report',1,'spr_ReleaseStatusReport_ITC','',630,307,1,2,0,895,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
895,Release Status Detail Report,1,spr_ReleaseStatusReport_Detail_ITC,,894,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 895,'Release Status Detail Report',1,'spr_ReleaseStatusReport_Detail_ITC','',894,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
896,WD System Health ScoreCard,1,spr_SystemHealthScoreCard_ITC,,630,304,1,2,0,0,0,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 896,'WD System Health ScoreCard',1,'spr_SystemHealthScoreCard_ITC','',630,304,1,2,0,0,0,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
897,TMD - Outlet Salesman Mapping,1,spr_Outlet_Salesman_Mapping,Click to view Outlet Salesman Mapping,630,305,1,2,0,0,200,2,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 897,'TMD - Outlet Salesman Mapping',1,'spr_Outlet_Salesman_Mapping','Click to view Outlet Salesman Mapping',630,305,1,2,0,0,200,2,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
898,TMD - Salesman Productivity Measures,1,spr_SMan_Productivity_Measures_OCG,Click to view Salesman Productivity Report,630,306,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 898,'TMD - Salesman Productivity Measures',1,'spr_SMan_Productivity_Measures_OCG','Click to view Salesman Productivity Report',630,306,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
899,TMD- Outlet Update,1,mERP_spr_TMDOutletUpdate_ITC,Click to view TMD- Outlet Update reports,630,307,1,2,0,0,200,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 899,'TMD- Outlet Update',1,'mERP_spr_TMDOutletUpdate_ITC','Click to view TMD- Outlet Update reports',630,307,1,2,0,0,200,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
900,TMD- Outlet Wise Sales & Damage,1,mERP_spr_TMDOutletSalDmg,Click to view Outlet wise Sales & Damages,630,307,1,1,0,0,3,0,2,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 900,'TMD- Outlet Wise Sales & Damage',1,'mERP_spr_TMDOutletSalDmg','Click to view Outlet wise Sales & Damages',630,307,1,1,0,0,3,0,2,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
924,Sales Return - Handheld,1,spr_han_salesreturn,Click to view Stockreturn Reports,864,314,1,1,0,925,200,0,0,0,100,0,,,0,1.26E+28,,,0,0,58,3,3,"SELECT 924,'Sales Return - Handheld',1,'spr_han_salesreturn','Click to view Stockreturn Reports',864,314,1,1,0,925,200,0,0,0,100,0,'','',0,'1.26002E+28','','',0,0,58,3,3 UNION ALL"
925,Sales Return - Handheld Details,2,spr_han_salesreturndetail,Click to view Stockreturn Reports,924,0,1,1,0,0,200,1,0,0,136,1,6;4,SubTotal:;GrandTotal:,0,1.13E+23,,,0,0,0,0,0,"SELECT 925,'Sales Return - Handheld Details',2,'spr_han_salesreturndetail','Click to view Stockreturn Reports',924,0,1,1,0,0,200,1,0,0,136,1,'6;4','SubTotal:;GrandTotal:',0,'1.12502E+23','','',0,0,0,0,0 UNION ALL"
926,Received Items,1,mERP_spr_ReceivedItems_ITC,Click to view Received Items,448,1,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 926,'Received Items',1,'mERP_spr_ReceivedItems_ITC','Click to view Received Items',448,1,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
928,Order Vs Invoice,1,mERP_spr_SOVsInvoice,Click to view Order Vs Invoice Report,864,320,1,1,0,0,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 928,'Order Vs Invoice',1,'mERP_spr_SOVsInvoice','Click to view Order Vs Invoice Report',864,320,1,1,0,0,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
940,Item Master,1,mERP_spr_ItemMasterExport,Click to Item Master Report,448,0,1,2,0,0,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 940,'Item Master',1,'mERP_spr_ItemMasterExport','Click to Item Master Report',448,0,1,2,0,0,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
946,Customerwise Productivity Analysis,1,mERP_spr_CustomerwiseProductivity,Click to view Customerwise Productivity Report,864,330,1,2,0,0,200,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 946,'Customerwise Productivity Analysis',1,'mERP_spr_CustomerwiseProductivity','Click to view Customerwise Productivity Report',864,330,1,2,0,0,200,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
957,CategoryWise Customerwise Productivity Analysis,1,mERP_spr_CategorywiseCustomerwise_Productivity,Click to view CategWise Customerwise Productivity,868,338,1,2,0,0,200,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 957,'CategoryWise Customerwise Productivity Analysis',1,'mERP_spr_CategorywiseCustomerwise_Productivity','Click to view CategWise Customerwise Productivity',868,338,1,2,0,0,200,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
960,Management Reports,0,,Click to view Management Reports ,563,0,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 960,'Management Reports',0,'','Click to view Management Reports ',563,0,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
961,SKU Wise Stock Valuation Report,1,mERP_spr_SKUWiseStock,Click to view SKU Wise Stock Valuation Report,863,339,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 961,'SKU Wise Stock Valuation Report',1,'mERP_spr_SKUWiseStock','Click to view SKU Wise Stock Valuation Report',863,339,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
964,Margin Master Detail,1,mERP_Spr_ListMarginUpdationDetail,Click to view Margin Master Detail,963,1,1,1,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 964,'Margin Master Detail',1,'mERP_Spr_ListMarginUpdationDetail','Click to view Margin Master Detail',963,1,1,1,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
970,Open Received DO,1,spr_OpenReceivedDO,Click to view Open Received DO,630,232,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 970,'Open Received DO',1,'spr_OpenReceivedDO','Click to view Open Received DO',630,232,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
971,Received Document Status Report,1,mERP_spr_RecdDocStatus_Abs_ITC, Click to view Received Document Status Report,630,343,1,1,0,972,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 971,'Received Document Status Report',1,'mERP_spr_RecdDocStatus_Abs_ITC',' Click to view Received Document Status Report',630,343,1,1,0,972,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
972,Received Document Status Report,1,mERP_spr_RecdDocStatus_Det_ITC, Click to view Received Document Status Report,0,343,1,1,0,0,200,1,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 972,'Received Document Status Report',1,'mERP_spr_RecdDocStatus_Det_ITC',' Click to view Received Document Status Report',0,343,1,1,0,0,200,1,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
974,CustomerDetail,1,mERP_spr_CustomerDetail,Click to view Order Vs Invoice Report,630,1,1,2,0,0,200,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 974,'CustomerDetail',1,'mERP_spr_CustomerDetail','Click to view Order Vs Invoice Report',630,1,1,2,0,0,200,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
975,Sales Data,1,mERP_SP_ListSaleDataAbstract,Click to view Sales Data,630,307,1,1,0,976,200,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 975,'Sales Data',1,'mERP_SP_ListSaleDataAbstract','Click to view Sales Data',630,307,1,1,0,976,200,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
