ParameterID,ParameterName,ParameterType,DefaultValue,AutoComplete,MultipleInput,OrderBy,DynamicParamID,"insert into ParameterInfo_Salem( ParameterID,ParameterName,ParameterType,DefaultValue,AutoComplete,MultipleInput,OrderBy,DynamicParamID)",
542,Item Name,200,$All Item Name,Items:ProductName:CategoryID In (Select * From dbo.GetItems({$4})) And ProductName Like ''%'':Product_Code-1,1,0,0,"Select 542,'Item Name',200,'$All Item Name','Items:ProductName:CategoryID In (Select * From dbo.GetItems({$4})) And ProductName Like ''%'':Product_Code-1',1,'0','0' UNION ALL",
542,With Stock,200,$All Items,QueryParams1:[Values],0,0,0,"Select 542,'With Stock',200,'$All Items','QueryParams1:[Values]',0,'0','0' UNION ALL",
542,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values] Like ''%'',0,0,0,"Select 542,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values] Like ''%''',0,'0','0' UNION ALL",
543,Category Group,200,$All Category Groups,ProductCategoryGroupAbstract:GroupName:GroupName in (Select CategoryGroup from tblCGDivmapping) And GroupName Like ''%'',1,0,0,"Select 543,'Category Group',200,'$All Category Groups','ProductCategoryGroupAbstract:GroupName:GroupName in (Select CategoryGroup from tblCGDivmapping) And GroupName Like ''%''',1,'0','0' UNION ALL",
543,Product Hierarchy,200,Division,ItemHierarchy:HierarchyName,0,0,0,"Select 543,'Product Hierarchy',200,'Division','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
543,Category,200,$All Categories,ItemCategories:Category_Name:CategoryID In (Select * From dbo.fn_GetCatFromCatGroup_ITC({$1};{$2};Default)) and Category_Name like ''%'',1,0,0,"Select 543,'Category',200,'$All Categories','ItemCategories:Category_Name:CategoryID In (Select * From dbo.fn_GetCatFromCatGroup_ITC({$1};{$2};Default)) and Category_Name like ''%''',1,'0','0' UNION ALL",
543,Customer Type,200,$All Customer Type,Customer_Channel:ChannelDesc,1,0,0,"Select 543,'Customer Type',200,'$All Customer Type','Customer_Channel:ChannelDesc',1,'0','0' UNION ALL",
543,DS,200,$All DS,Salesman:Salesman_Name:Salesman_Name like ''%'',1,0,0,"Select 543,'DS',200,'$All DS','Salesman:Salesman_Name:Salesman_Name like ''%''',1,'0','0' UNION ALL",
543,Beat,200,$All Beat,Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$5};Default)) and [Description] like ''%'',1,0,0,"Select 543,'Beat',200,'$All Beat','Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$5};Default)) and [Description] like ''%''',1,'0','0' UNION ALL",
543,Customer,200,$All Customers,Customer:Company_Name:CustomerID in (Select * from dbo.fn_GetCustForBeat_ITC({$5};{$6};Default)) And Company_Name Like ''%'',1,0,0,"Select 543,'Customer',200,'$All Customers','Customer:Company_Name:CustomerID in (Select * from dbo.fn_GetCustForBeat_ITC({$5};{$6};Default)) And Company_Name Like ''%''',1,'0','0' UNION ALL",
543,Level of Report,200,Category Wise,QueryParams:[Values]:QueryParamID in (102) And [Values] Like ''%'',0,0,0,"Select 543,'Level of Report',200,'Category Wise','QueryParams:[Values]:QueryParamID in (102) And [Values] Like ''%''',0,'0','0' UNION ALL",
543,UOM,200,UOM2,QueryParams:[Values]:QueryParamID in (33;37) And [Values] Not In (''UOM'') And [Values] Like ''%'',0,0,0,"Select 543,'UOM',200,'UOM2','QueryParams:[Values]:QueryParamID in (33;37) And [Values] Not In (''UOM'') And [Values] Like ''%''',0,'0','0' UNION ALL",
543,From Date,7,$Date,,0,0,0,"Select 543,'From Date',7,'$Date','',0,'0','0' UNION ALL",
543,To Date,10,$Date,,0,0,0,"Select 543,'To Date',10,'$Date','',0,'0','0' UNION ALL",
544,Product Hierarchy,200,Division,ItemHierarchy:HierarchyName:HierarchyName in (''Division'';''Market_SKU'';''Sub_Category'') and HierarchyName Like ''%'',0,0,0,"Select 544,'Product Hierarchy',200,'Division','ItemHierarchy:HierarchyName:HierarchyName in (''Division'';''Market_SKU'';''Sub_Category'') and HierarchyName Like ''%''',0,'0','0' UNION ALL",
544,Category,200,$All,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName In ({1})    and Category_Name like ''%'',1,0,0,"Select 544,'Category',200,'$All','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName In ({1})    and Category_Name like ''%''',1,'0','0' UNION ALL",
544,Item Code,200,$All,Items:Product_Code:Items.CategoryID In (Select * From dbo.GetItems({$2})) And    Product_Code like  ''%'':ProductName+1,1,0,0,"Select 544,'Item Code',200,'$All','Items:Product_Code:Items.CategoryID In (Select * From dbo.GetItems({$2})) And    Product_Code like  ''%'':ProductName+1',1,'0','0' UNION ALL",
544,Item Name,200,$All,Items:Productname:Items.CategoryID In (Select * From dbo.GetItems({$2})) And    ProductName like  ''%'':Product_code-1,1,0,0,"Select 544,'Item Name',200,'$All','Items:Productname:Items.CategoryID In (Select * From dbo.GetItems({$2})) And    ProductName like  ''%'':Product_code-1',1,'0','0' UNION ALL",
544,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%'',0,0,0,"Select 544,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%''',0,'0','0' UNION ALL",
544,From Date,7,$Date,,0,0,0,"Select 544,'From Date',7,'$Date','',0,'0','0' UNION ALL",
544,To Date,10,$Date,,0,0,0,"Select 544,'To Date',10,'$Date','',0,'0','0' UNION ALL",
545,From Date,7,$MFDate,,0,0,0,"Select 545,'From Date',7,'$MFDate','',0,'0','0' UNION ALL",
545,To Date,10,$MLDate,,0,0,0,"Select 545,'To Date',10,'$MLDate','',0,'0','0' UNION ALL",
555,Category,200,$All Category,ItemCategories;ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName in ({5}) and Category_Name like ''%'',1,0,0,"Select 555,'Category',200,'$All Category','ItemCategories;ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName in ({5}) and Category_Name like ''%''',1,'0','0' UNION ALL",
555,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values] Like ''%'',0,0,0,"Select 555,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values] Like ''%''',0,'0','0' UNION ALL",
555,Level of Report,200,Detail,QueryParams:[Values]:QueryParamID = 39 And [Values] Not in (''N/A'') And [Values] Like ''%'',0,0,0,"Select 555,'Level of Report',200,'Detail','QueryParams:[Values]:QueryParamID = 39 And [Values] Not in (''N/A'') And [Values] Like ''%''',0,'0','0' UNION ALL",
555,Salesman Name,200,$All Salesman,Salesman:Salesman_Name,1,0,0,"Select 555,'Salesman Name',200,'$All Salesman','Salesman:Salesman_Name',1,'0','0' UNION ALL",
555,Customer Type,200,$All Customer Type,Customer_Channel:ChannelDesc,1,0,0,"Select 555,'Customer Type',200,'$All Customer Type','Customer_Channel:ChannelDesc',1,'0','0' UNION ALL",
555,Customer,200,$All Customer,Customer:Company_Name: CustomerID In (Select * From dbo.mERP_fn_GetCustomerForChannel({$3})) And Company_Name Like ''%'',1,0,0,"Select 555,'Customer',200,'$All Customer','Customer:Company_Name: CustomerID In (Select * From dbo.mERP_fn_GetCustomerForChannel({$3})) And Company_Name Like ''%''',1,'0','0' UNION ALL",
555,Product Hierarchy,200,Division,ItemHierarchy:HierarchyName:HierarchyName <> ''company'' and HierarchyName like ''%'',0,0,0,"Select 555,'Product Hierarchy',200,'Division','ItemHierarchy:HierarchyName:HierarchyName <> ''company'' and HierarchyName like ''%''',0,'0','0' UNION ALL",
555,Salesman Type,200,$All SalesmanType,DSType_Master:DSTypeValue:OCGType in (Select case when Flag =1 then 0 else flag end  from tbl_merp_configabstract where screencode = ''OCGDS'' union Select Top 1 Flag from tbl_merp_configabstract where screencode = ''OCGDS'') And DSTypeCtlPos = 1 And DSTypeValue like ''%'',1,0,0,"Select 555,'Salesman Type',200,'$All SalesmanType','DSType_Master:DSTypeValue:OCGType in (Select case when Flag =1 then 0 else flag end  from tbl_merp_configabstract where screencode = ''OCGDS'' union Select Top 1 Flag from tbl_merp_configabstract where screencode = ''OCGDS'') And DSTypeCtlPos = 1 And DSTypeValue like ''%''',1,'0','0' UNION ALL",
555,Daywise,200,No,QueryParams:[Values]:QueryParamID=56 and [values] in (select * from dbo.fn_Param_OrderVsInvoice({$8})) And [Values] Like ''%'',0,0,0,"Select 555,'Daywise',200,'No','QueryParams:[Values]:QueryParamID=56 and [values] in (select * from dbo.fn_Param_OrderVsInvoice({$8})) And [Values] Like ''%''',0,'0','0' UNION ALL",
555,From Date,7,$Date,,0,0,0,"Select 555,'From Date',7,'$Date','',0,'0','0' UNION ALL",
555,To Date,10,$Date,,0,0,0,"Select 555,'To Date',10,'$Date','',0,'0','0' UNION ALL",
557,SalesMan,200,$All Salesman,Salesman:Salesman_Name:Salesman_Name like ''%'',1,0,0,"Select 557,'SalesMan',200,'$All Salesman','Salesman:Salesman_Name:Salesman_Name like ''%''',1,'0','0' UNION ALL",
557,Beat,200,$All Beats,(Select Distinct BeatID; SalesmanID From Beat_Salesman) BS; Beat:Description:Beat.BeatID = BS.BeatID And SalesmanID In (Select SalesmanID From Salesman Where Salesman_Name In ({1})) And [Description] Like ''%'',1,0,0,"Select 557,'Beat',200,'$All Beats','(Select Distinct BeatID; SalesmanID From Beat_Salesman) BS; Beat:Description:Beat.BeatID = BS.BeatID And SalesmanID In (Select SalesmanID From Salesman Where Salesman_Name In ({1})) And [Description] Like ''%''',1,'0','0' UNION ALL",
557,Category Group Type,200,Operational,QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%'',0,0,0,"Select 557,'Category Group Type',200,'Operational','QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%''',0,'0','0' UNION ALL",
558,From Date,7,$MFDate,,0,0,0,"Select 558,'From Date',7,'$MFDate','',0,'0','0' UNION ALL",
558,To Date,10,$Date,,0,0,0,"Select 558,'To Date',10,'$Date','',0,'0','0' UNION ALL",
558,Category Group Type,200,Operational,QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%'',0,0,0,"Select 558,'Category Group Type',200,'Operational','QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%''',0,'0','0' UNION ALL",
559,From Date,7,$Date,,0,0,0,"Select 559,'From Date',7,'$Date','',0,'0','0' UNION ALL","Select 559,	'From Date',	7,	'$Date',	''"
559,To Date,10,$Date,,0,0,0,"Select 559,'To Date',10,'$Date','',0,'0','0' UNION ALL",
559,Document Type,200,$All Document Type,TransactionDocNumber:[DocumentType]:TransactionType=1 and DocumentType like ''%'',0,0,0,"Select 559,'Document Type',200,'$All Document Type','TransactionDocNumber:[DocumentType]:TransactionType=1 and DocumentType like ''%''',0,'0','0' UNION ALL",
559,UOM,200,$All,QueryParams:[Values]:QueryParamID in (33) And [Values] In (''UOM1'') And [Values] Like ''%'',0,0,0,"Select 559,'UOM',200,'$All','QueryParams:[Values]:QueryParamID in (33) And [Values] In (''UOM1'') And [Values] Like ''%''',0,'0','0' UNION ALL",
561,DSType,200,$All DS Types,DSType_Master:DSTypeValue:OCGType in (Select case when Flag =1 then 0 else flag end  from tbl_merp_configabstract where screencode = ''OCGDS'' union Select Top 1 Flag from tbl_merp_configabstract where screencode = ''OCGDS'') And DSTypeCtlPos = 1 And Reportflag = 1 And DSTypeValue like ''%'',1,0,0,"Select 561,'DSType',200,'$All DS Types','DSType_Master:DSTypeValue:OCGType in (Select case when Flag =1 then 0 else flag end  from tbl_merp_configabstract where screencode = ''OCGDS'' union Select Top 1 Flag from tbl_merp_configabstract where screencode = ''OCGDS'') And DSTypeCtlPos = 1 And Reportflag = 1 And DSTypeValue like ''%''',1,'0','0' UNION ALL",
561,Month,200,$MMDate,,0,0,0,"Select 561,'Month',200,'$MMDate','',0,'0','0' UNION ALL",
561,DS,200,$All Salesman,Salesman:Salesman_Name:SalesmanID In (Select * From dbo.Fn_GetSalesmanName({$2})) And Salesman_Name Like ''%'',1,0,0,"Select 561,'DS',200,'$All Salesman','Salesman:Salesman_Name:SalesmanID In (Select * From dbo.Fn_GetSalesmanName({$2})) And Salesman_Name Like ''%''',1,'0','0' UNION ALL",
561,Beat,200,$All Beats,Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$3};Default)) and [Description] like ''%'',1,0,0,"Select 561,'Beat',200,'$All Beats','Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$3};Default)) and [Description] like ''%''',1,'0','0' UNION ALL",
569,DS,200,,Salesman:Salesman_Name,0,0,0,"Select 569,'DS',200,'','Salesman:Salesman_Name',0,'0','0' UNION ALL",
569,Beat,200,$All Beats,Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$1};Default)) and [Description] like ''%'',1,0,0,"Select 569,'Beat',200,'$All Beats','Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$1};Default)) and [Description] like ''%''',1,'0','0' UNION ALL",
569,Month,200,$MMDate,,0,0,0,"Select 569,'Month',200,'$MMDate','',0,'0','0' UNION ALL",
577,From Date,7,$Date,,0,0,0,"Select 577,'From Date',7,'$Date','',0,'0','0' UNION ALL",
577,To Date,10,$Date,,0,0,0,"Select 577,'To Date',10,'$Date','',0,'0','0' UNION ALL",
577,DS Name,200,$All,Salesman:Salesman_Name:Salesman_Name like ''%'',1,0,0,"Select 577,'DS Name',200,'$All','Salesman:Salesman_Name:Salesman_Name like ''%''',1,'0','0' UNION ALL",
577,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID IN(16;37) And [Values] NOT In(''Sales UOM'') And  [Values]     Like ''%'',0,0,0,"Select 577,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID IN(16;37) And [Values] NOT In(''Sales UOM'') And  [Values]     Like ''%''',0,'0','0' UNION ALL",
581,DS Name,200,$All Salesman,Salesman:Salesman_Name,1,0,0,"Select 581,'DS Name',200,'$All Salesman','Salesman:Salesman_Name',1,'0','0' UNION ALL",
581,Beat Name,200,$All Beats,Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$1};Default)) and [Description] like ''%'',1,0,0,"Select 581,'Beat Name',200,'$All Beats','Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$1};Default)) and [Description] like ''%''',1,'0','0' UNION ALL",
581,Customer Name,200,$All Customers,Customer:Company_Name:CustomerID in (Select * from dbo.fn_GetCustForBeat_ITC({$1};{$2};Default)) And Company_Name Like ''%'',1,0,0,"Select 581,'Customer Name',200,'$All Customers','Customer:Company_Name:CustomerID in (Select * from dbo.fn_GetCustForBeat_ITC({$1};{$2};Default)) And Company_Name Like ''%''',1,'0','0' UNION ALL",
581,From Date,7,$MFDate,,0,0,0,"Select 581,'From Date',7,'$MFDate','',0,'0','0' UNION ALL",
581,To Date,10,$Date,,0,0,0,"Select 581,'To Date',10,'$Date','',0,'0','0' UNION ALL",
583,From Date,7,$Date,,0,0,0,"Select 583,'From Date',7,'$Date','',0,'0','0' UNION ALL",
583,To Date,10,$Date,,0,0,0,"Select 583,'To Date',10,'$Date','',0,'0','0' UNION ALL",
583,Status,200,$All,QueryParams:[Values]:QueryParamID=105 And [Values] Like ''%'',0,0,0,"Select 583,'Status',200,'$All','QueryParams:[Values]:QueryParamID=105 And [Values] Like ''%''',0,'0','0' UNION ALL",
584,From Date,7,$Date,,0,0,0,"Select 584,'From Date',7,'$Date','',0,'0','0' UNION ALL",
584,To Date,10,$Date,,0,0,0,"Select 584,'To Date',10,'$Date','',0,'0','0' UNION ALL",
584,Type,200,$All,QueryParams:[Values]:QueryParamID=106 And [Values] Like ''%'',0,0,0,"Select 584,'Type',200,'$All','QueryParams:[Values]:QueryParamID=106 And [Values] Like ''%''',0,'0','0' UNION ALL",
584,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID in (16;37) and [values] not in (''Sales UOM'') And [Values] Like ''%'',0,0,0,"Select 584,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID in (16;37) and [values] not in (''Sales UOM'') And [Values] Like ''%''',0,'0','0' UNION ALL",
585,As On Date,10,$Date,,0,0,0,"Select 585,'As On Date',10,'$Date','',0,'0','0' UNION ALL",
585,DS Type,200,$All DS Types,DSType_Master:DSTypeValue:OCGType in (Select case when Flag =1 then 0 else flag end  from tbl_merp_configabstract where screencode = ''OCGDS'' union Select Top 1 Flag from tbl_merp_configabstract where screencode = ''OCGDS'') And DSTypeCtlPos = 1 And DSTypeValue like ''%'',1,0,0,"Select 585,'DS Type',200,'$All DS Types','DSType_Master:DSTypeValue:OCGType in (Select case when Flag =1 then 0 else flag end  from tbl_merp_configabstract where screencode = ''OCGDS'' union Select Top 1 Flag from tbl_merp_configabstract where screencode = ''OCGDS'') And DSTypeCtlPos = 1 And DSTypeValue like ''%''',1,'0','0' UNION ALL",
585,DS,200,$All Salesman,Salesman:Salesman_Name:SalesmanID In (Select * From dbo.Fn_GetSalesmanName({$2})) And Salesman_Name Like ''%'',1,0,0,"Select 585,'DS',200,'$All Salesman','Salesman:Salesman_Name:SalesmanID In (Select * From dbo.Fn_GetSalesmanName({$2})) And Salesman_Name Like ''%''',1,'0','0' UNION ALL",
585,Beat,200,$All Beats,Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$3};Default)) and [Description] like ''%'',1,0,0,"Select 585,'Beat',200,'$All Beats','Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$3};Default)) and [Description] like ''%''',1,'0','0' UNION ALL",
587,Date,7,$Date,,0,0,0,"Select 587,'Date',7,'$Date','',0,'0','0' UNION ALL",
588,From Date,7,$MFDate,,0,0,0,"Select 588,'From Date',7,'$MFDate','',0,'0','0' UNION ALL",
588,To Date,10,$MLDate,,0,0,0,"Select 588,'To Date',10,'$MLDate','',0,'0','0' UNION ALL",
588,Activity Code,200,$All Activity Code,"(Select Distinct ""ActivityCode"" = ActivityCode From tbl_merp_SchemeAbstract) SA:ActivityCode:ActivityCode  in (select * from dbo.fn_GetActivityCode_ITC (''Trade Scheme'';{$3}))   And ActivityCode like ''%''",1,0,0,"Select 588,'Activity Code',200,'$All Activity Code','(Select Distinct ""ActivityCode"" = ActivityCode From tbl_merp_SchemeAbstract) SA:ActivityCode:ActivityCode  in (select * from dbo.fn_GetActivityCode_ITC (''Trade Scheme'';{$3}))   And ActivityCode like ''%''',1,'0','0' UNION ALL",
588,Scheme Name,200,$All Scheme Name,"(Select Distinct ""Description"" = Description From tbl_merp_SchemeAbstract) SA:Description:Description   in (select * from dbo.fn_GetSchemeDescription_ITC (''Trade Scheme''; {$4};{$3}))   and Description like ''%''",1,0,0,"Select 588,'Scheme Name',200,'$All Scheme Name','(Select Distinct ""Description"" = Description From tbl_merp_SchemeAbstract) SA:Description:Description   in (select * from dbo.fn_GetSchemeDescription_ITC (''Trade Scheme''; {$4};{$3}))   and Description like ''%''',1,'0','0' UNION ALL",
592,Category,200,$All,ItemCategories:Category_Name:Level = 2 and Category_Name like ''%'',1,0,0,"Select 592,'Category',200,'$All','ItemCategories:Category_Name:Level = 2 and Category_Name like ''%''',1,'0','0' UNION ALL",
592,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values] Like ''%'',0,0,0,"Select 592,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values] Like ''%''',0,'0','0' UNION ALL",
592,Report Type,200,Category Wise,QueryParams:[Values]:QueryParamID=111 And [Values] Like ''%'',0,0,0,"Select 592,'Report Type',200,'Category Wise','QueryParams:[Values]:QueryParamID=111 And [Values] Like ''%''',0,'0','0' UNION ALL",
592,From Date,7,$Date,,0,0,0,"Select 592,'From Date',7,'$Date','',0,'0','0' UNION ALL",
592,To Date,10,$Date,,0,0,0,"Select 592,'To Date',10,'$Date','',0,'0','0' UNION ALL",
593,Customer ID,200,$All Customers,Customer:CustomerID:Company_Name+1:CustomerID in (select Distinct CustomerID from AssetAbstract where AssetType in ({1}) and AssetNumber in ({2})) And Customerid like ''%'',1,0,0,"Select 593,'Customer ID',200,'$All Customers','Customer:CustomerID:Company_Name+1:CustomerID in (select Distinct CustomerID from AssetAbstract where AssetType in ({1}) and AssetNumber in ({2})) And Customerid like ''%''',1,'0','0' UNION ALL",
593,Customer Name,200,$All Customers,Customer:Company_Name:CustomerID-1:CustomerID in (select Distinct CustomerID from AssetAbstract where AssetNumber in ({2}) And AssetType in (select Distinct AssetType from AssetMaster where AssetType in ({1}))) And Customerid like ''%'',1,0,0,"Select 593,'Customer Name',200,'$All Customers','Customer:Company_Name:CustomerID-1:CustomerID in (select Distinct CustomerID from AssetAbstract where AssetNumber in ({2}) And AssetType in (select Distinct AssetType from AssetMaster where AssetType in ({1}))) And Customerid like ''%''',1,'0','0' UNION ALL",
593,Asset Type,200,$All AssetType,(select Distinct AssetType from AssetMaster) AM:AssetType,1,0,0,"Select 593,'Asset Type',200,'$All AssetType','(select Distinct AssetType from AssetMaster) AM:AssetType',1,'0','0' UNION ALL",
593,Asset No,200,$All AssetNo,AssetAbstract:AssetNumber:AssetType in (select Distinct AssetType from AssetMaster where AssetType in ({1})) and AssetNumber like ''%'',1,0,0,"Select 593,'Asset No',200,'$All AssetNo','AssetAbstract:AssetNumber:AssetType in (select Distinct AssetType from AssetMaster where AssetType in ({1})) and AssetNumber like ''%''',1,'0','0' UNION ALL",
593,From Date,7,$Date,,0,0,0,"Select 593,'From Date',7,'$Date','',0,'0','0' UNION ALL",
593,To Date,10,$Date,,0,0,0,"Select 593,'To Date',10,'$Date','',0,'0','0' UNION ALL",
593,Status,200,$All Status,QueryParams:[Values]:QueryParamID In (112) And [Values] Like ''%'',1,0,0,"Select 593,'Status',200,'$All Status','QueryParams:[Values]:QueryParamID In (112) And [Values] Like ''%''',1,'0','0' UNION ALL",
594,From Date,7,$MFDate,,0,0,0,"Select 594,'From Date',7,'$MFDate','',0,'0','0' UNION ALL",
594,To Date,10,$MLDate,,0,0,0,"Select 594,'To Date',10,'$MLDate','',0,'0','0' UNION ALL",
594,Activity Code,200,$All Activity Code,"(Select Distinct ""ActivityCode"" = ActivityCode From tbl_merp_SchemeAbstract) SA:ActivityCode:ActivityCode  in (select * from dbo.fn_GetActivityCode_ITC (''Trade Scheme'';{$3}))   And ActivityCode like ''%''",1,0,0,"Select 594,'Activity Code',200,'$All Activity Code','(Select Distinct ""ActivityCode"" = ActivityCode From tbl_merp_SchemeAbstract) SA:ActivityCode:ActivityCode  in (select * from dbo.fn_GetActivityCode_ITC (''Trade Scheme'';{$3}))   And ActivityCode like ''%''',1,'0','0' UNION ALL",
594,Scheme Name,200,$All Scheme Name,"(Select Distinct ""Description"" = Description From tbl_merp_SchemeAbstract) SA:Description:Description   in (select * from dbo.fn_GetSchemeDescription_ITC (''Trade Scheme''; {$4};{$3}))   and Description like ''%''",1,0,0,"Select 594,'Scheme Name',200,'$All Scheme Name','(Select Distinct ""Description"" = Description From tbl_merp_SchemeAbstract) SA:Description:Description   in (select * from dbo.fn_GetSchemeDescription_ITC (''Trade Scheme''; {$4};{$3}))   and Description like ''%''',1,'0','0' UNION ALL",
595,From Date,7,$MFDate,,0,0,0,"Select 595,'From Date',7,'$MFDate','',0,'0','0' UNION ALL",
595,To Date,10,$MLDate,,0,0,0,"Select 595,'To Date',10,'$MLDate','',0,'0','0' UNION ALL",
595,Activity Code,200,$All Activity Code,"(Select Distinct ""ActivityCode"" = ActivityCode From tbl_merp_SchemeAbstract) SA:ActivityCode:ActivityCode  in (select * from dbo.fn_GetActivityCode_ITC (''Trade Scheme'';{$3}))   And ActivityCode like ''%''",1,0,0,"Select 595,'Activity Code',200,'$All Activity Code','(Select Distinct ""ActivityCode"" = ActivityCode From tbl_merp_SchemeAbstract) SA:ActivityCode:ActivityCode  in (select * from dbo.fn_GetActivityCode_ITC (''Trade Scheme'';{$3}))   And ActivityCode like ''%''',1,'0','0' UNION ALL",
595,Scheme Name,200,$All Scheme Name,"(Select Distinct ""Description"" = Description From tbl_merp_SchemeAbstract) SA:Description:Description   in (select * from dbo.fn_GetSchemeDescription_ITC (''Trade Scheme''; {$4};{$3}))   and Description like ''%''",1,0,0,"Select 595,'Scheme Name',200,'$All Scheme Name','(Select Distinct ""Description"" = Description From tbl_merp_SchemeAbstract) SA:Description:Description   in (select * from dbo.fn_GetSchemeDescription_ITC (''Trade Scheme''; {$4};{$3}))   and Description like ''%''',1,'0','0' UNION ALL",
602,Stock As of,200,Current Date,,0,0,0,"Select 602,'Stock As of',200,'Current Date','',0,'0','0' UNION ALL",
607,From Date,7,$MFDate,,0,0,0,"Select 607,'From Date',7,'$MFDate','',0,'0','0' UNION ALL",
607,To Date,10,$Date,,0,0,0,"Select 607,'To Date',10,'$Date','',0,'0','0' UNION ALL",
609,Month,200,$MMDate,,0,0,0,"Select 609,'Month',200,'$MMDate','',0,'0','0' UNION ALL",
610,Type,200,,QueryParams:[Values]:queryparamid = 122 And [Values] Like ''%'',0,0,0,"Select 610,'Type',200,'','QueryParams:[Values]:queryparamid = 122 And [Values] Like ''%''',0,'0','0' UNION ALL",
610,From Date,7,$MFDate,,0,0,0,"Select 610,'From Date',7,'$MFDate','',0,'0','0' UNION ALL",
610,To Date,10,$Date,,0,0,0,"Select 610,'To Date',10,'$Date','',0,'0','0' UNION ALL",
610,UserName,200,$All Users,Users:UserName,1,0,0,"Select 610,'UserName',200,'$All Users','Users:UserName',1,'0','0' UNION ALL",
611,From Date,7,$MFDate,,0,0,0,"Select 611,'From Date',7,'$MFDate','',0,'0','0' UNION ALL",
611,To Date,10,$MLDate,,0,0,0,"Select 611,'To Date',10,'$MLDate','',0,'0','0' UNION ALL",
611,Activity Code,200,$All Activity Code,"(Select Distinct ""ActivityCode"" = ActivityCode From tbl_merp_SchemeAbstract) SA:ActivityCode:ActivityCode  in (select * from dbo.fn_GetActivityCode_ITC (''Trade Scheme'';{$3}))   And ActivityCode like ''%''",1,0,0,"Select 611,'Activity Code',200,'$All Activity Code','(Select Distinct ""ActivityCode"" = ActivityCode From tbl_merp_SchemeAbstract) SA:ActivityCode:ActivityCode  in (select * from dbo.fn_GetActivityCode_ITC (''Trade Scheme'';{$3}))   And ActivityCode like ''%''',1,'0','0' UNION ALL",
611,Scheme Name,200,$All Scheme Name,"(Select Distinct ""Description"" = Description From tbl_merp_SchemeAbstract) SA:Description:Description   in (select * from dbo.fn_GetSchemeDescription_ITC (''Trade Scheme''; {$4};{$3}))   and Description like ''%''",1,0,0,"Select 611,'Scheme Name',200,'$All Scheme Name','(Select Distinct ""Description"" = Description From tbl_merp_SchemeAbstract) SA:Description:Description   in (select * from dbo.fn_GetSchemeDescription_ITC (''Trade Scheme''; {$4};{$3}))   and Description like ''%''',1,'0','0' UNION ALL",
612,From Date,7,$MFDate,,0,0,0,"Select 612,'From Date',7,'$MFDate','',0,'0','0' UNION ALL",
612,To Date,10,$MLDate,,0,0,0,"Select 612,'To Date',10,'$MLDate','',0,'0','0' UNION ALL",
